id,common_name,scientific_name,other_name,family,origin,type,dimension,cycle,attracts,propagation,watering,depth_water_requirement,volume_water_requirement,watering_period,plant_anatomy,sunlight,pruning_month,pruning_count,seeds,maintenance,care-guides,soil,growth_rate,drought_tolerant,salt_tolerant,thorny,invasive,tropical,indoor,care_level,pest_susceptibility,pest_susceptibility_api,flowers,flowering_season,flower_color,cones,fruits,edible_fruit,edible_fruit_taste_profile,fruit_nutritional_value,fruit_color,harvest_season,leaf,leaf_color,edible_leaf,cuisine,medicinal,poisonous_to_humans,poisonous_to_pets,description,other_images,dimensions.type,dimensions.min_value,dimensions.max_value,dimensions.unit,hardiness.min,hardiness.max,hardiness_location.full_url,hardiness_location.full_iframe,watering_general_benchmark.value,watering_general_benchmark.unit,depth_water_requirement.unit,depth_water_requirement.value,pruning_count.amount,pruning_count.interval,volume_water_requirement.unit,volume_water_requirement.value
735,lily of the Incas,['Alstroemeria aurea'],[],Alstroemeriaceae,"['Argentina', 'Chile']",Bulb,1.00 to 3.00 feet,Perennial,[],"['Division', 'Cutting', 'Seed Propagation', 'Tissue Culture']",Average,,[],,"[{'part': 'flowers', 'color': ['yellow']}, {'part': 'leaves', 'color': ['green']}, {'part': 'stem', 'color': ['green']}]","['full sun', 'part shade']","['February', 'March', 'April']",,FALSE,Moderate,http://perenual.com/api/species-care-guide-list?species_id=735&key=sk-dqie67d1dc1956c4b9115,[],Low,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Medium,[],Coming Soon,TRUE,,"Yellow, orange",FALSE,FALSE,FALSE,Coming Soon,Coming Soon,[],,TRUE,['green'],FALSE,FALSE,FALSE,FALSE,FALSE,"Lily of the Incas, also known as Alstroemeria aurea, is a stunning herbaceous perennial flower known for its beauty and amazing durability. Featuring bright yellow and orange petals, the lily of the Incas makes an eye-catching addition to any garden. Its long-lasting blooms also make it an ideal choice for cut flower arrangements. The plant is also easy to care for and makes a great option for both experienced and novice gardeners alike. Its evergreen foliage provides additional interest and makes it a great choice for flower borders and flower beds. Lily of the Incas’ amazing durability, colorful blooms, and ease of care make it an ideal choice for anyone looking for a beautiful and reliable flower.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,1.0,3.0,feet,7,10,https://perenual.com/api/hardiness-map?species_id=735&size=og&key=sk-dqie67d1dc1956c4b9115,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=735&size=og&key=sk-dqie67d1dc1956c4b9115'></iframe>,,days,inches,2,1.0,yearly,,
736,lily of the Incas,"[""Alstroemeria 'Casablanca'""]",[],Alstroemeriaceae,['Peru'],Bulb,3.00 to 4.00 feet,Perennial,[],"['Division', 'Cutting', 'Seed Propagation', 'Tissue Culture']",Average,,[],,"[{'part': 'flowers', 'color': ['pink-white-yellow']}, {'part': 'Stems', 'color': ['green']}, {'part': 'Leaves', 'color': ['green']}]","['full sun', 'part shade']","['March', 'April', 'March', 'April', 'May', 'June', 'July', 'August', 'September']",,FALSE,Moderate,http://perenual.com/api/species-care-guide-list?species_id=736&key=sk-dqie67d1dc1956c4b9115,[],High,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Medium,[],Coming Soon,TRUE,,White,FALSE,FALSE,FALSE,Coming Soon,Coming Soon,[],,TRUE,['green'],FALSE,FALSE,FALSE,FALSE,FALSE,"Lily of the Incas (Alstroemeria 'Casablanca') is an amazing plant species due to its magnificent blooms and its hardiness in a variety of climates. It produces long-lasting, eye-catching flowers with white petals brilliantly striped with dark pink lines. It is a reliable, easy to maintain and drought-tolerant plant that blooms for most of the year and can flower even longer in mild climates. With a mature size up to 4 feet tall and wide, it adds a striking presence to any garden. Its majestic beauty and ability to thrive in a variety of conditions make it a great choice for both experienced and beginning gardeners alike.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,3.0,4.0,feet,8,10,https://perenual.com/api/hardiness-map?species_id=736&size=og&key=sk-dqie67d1dc1956c4b9115,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=736&size=og&key=sk-dqie67d1dc1956c4b9115'></iframe>,,days,inches,3,1.0,yearly,,
737,lily of the Incas,"[""Alstroemeria 'Glory of the Andes'""]",[],Alstroemeriaceae,['Peru'],Bulb,2.75 to 3.00 feet,Perennial,[],"['Division', 'Seed Propagation', 'Cutting', 'Layering Propagation']",Average,[],[],,[],"['full sun', 'part shade']",['August'],[],FALSE,Moderate,http://perenual.com/api/species-care-guide-list?species_id=737&key=sk-dqie67d1dc1956c4b9115,[],High,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Medium,[],Coming Soon,TRUE,,Gold with red edges,FALSE,FALSE,FALSE,Coming Soon,Coming Soon,[],,TRUE,['green'],FALSE,FALSE,FALSE,FALSE,FALSE,"The Lily of the Incas (Alstroemeria 'Glory of the Andes') is an amazing and unique flower. With vibrant and intricate petals, it’s a favourit among flower lovers. Its long-lasting blooms in shades of pink, yellow, orange, red and white can spread cheer wherever they’re placed. It also makes an ideal cut-flower as it holds its beauty longer than most. Its strong stems and vibrant flowers make it a perfect choice for outdoor landscaping and garden beds. Its delicate perfume is a great addition to many gardens and adds a pleasing scent to outdoor areas. This unique flower is sure to bring any outdoor space to life with its beauty and brightness.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,2.75,3.0,feet,7,10,https://perenual.com/api/hardiness-map?species_id=737&size=og&key=sk-dqie67d1dc1956c4b9115,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=737&size=og&key=sk-dqie67d1dc1956c4b9115'></iframe>,,days,,,,,,
738,lily of the Incas,['Alstroemeria isabellana'],[],Alstroemeriaceae,['Brazil and Argentina'],Flower,1.50 to 2.50 feet,Herbaceous Perennial,[],"['Division', 'Cutting', 'Seed Propagation', 'Tissue Culture']",Average,[],[],,"[{'part': 'flowers', 'color': ['green-pink-yellow']}, {'part': 'leaves', 'color': ['green']}, {'part': 'stems', 'color': ['green']}]","['full sun', 'part shade']","['March', 'April']",,FALSE,Low,http://perenual.com/api/species-care-guide-list?species_id=738&key=sk-dqie67d1dc1956c4b9115,[],Low,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Medium,[],Coming Soon,TRUE,,Coral pink and grey-green,FALSE,FALSE,FALSE,Coming Soon,Coming Soon,[],,TRUE,[],FALSE,FALSE,FALSE,FALSE,FALSE,"The 'Lily of the Incas' (Alstroemeria isabellana) is truly an amazing plant, boasting an abundance of beautiful colors and butterfly-like flowers that make a great addition to any garden. Its oval-shaped petals come in vibrant shades of pink and red, topped with delicate yellow and green highlights. The flowers bloom for up to 8 weeks, and its clumps of stems produce leaves that add contrast and texture. This hardy perennial is perfect for borders and beds, and is resistant to deer, drought, and heat. Its sweet, fragrant scent is an added bonus, and its an ideal plant for pollinators. The 'Lily of the Incas' is sure to add beauty and character to any garden.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,1.5,2.5,feet,7,10,https://perenual.com/api/hardiness-map?species_id=738&size=og&key=sk-dqie67d1dc1956c4b9115,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=738&size=og&key=sk-dqie67d1dc1956c4b9115'></iframe>,,days,,,1.0,yearly,,
739,lily of the Incas,"[""Alstroemeria 'Jupiter'""]",[],Alstroemeriaceae,['Peru'],Bulb,2.50 to 3.00 feet,Perennial,[],"['Division', 'Cutting', 'Seed Propagation', 'Layering Propagation']",Average,,[],,[],"['full sun', 'part shade']","['March', 'April', 'August', 'March', 'April', 'August']",,FALSE,Moderate,http://perenual.com/api/species-care-guide-list?species_id=739&key=sk-dqie67d1dc1956c4b9115,[],High,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Medium,[],Coming Soon,TRUE,,Magenta-violet,FALSE,FALSE,FALSE,Coming Soon,Coming Soon,[],,TRUE,['green'],FALSE,FALSE,FALSE,FALSE,FALSE,"The lily of the Incas, Alstroemeria 'Jupiter', is an amazing plant. Its vibrant pink and white flower petals are breathtaking, adding color and life to any garden or home. Its stems can reach up to three feet tall, and their signature trumpet-shaped blooms will attract birds, butterflies, and other pollinators. In addition to its beauty, this species thrives in almost any soil and can even survive in dry or cold climates, making it a great choice for gardeners in a variety of locations.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,2.5,3.0,feet,7,10,https://perenual.com/api/hardiness-map?species_id=739&size=og&key=sk-dqie67d1dc1956c4b9115,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=739&size=og&key=sk-dqie67d1dc1956c4b9115'></iframe>,,days,inches,3,2.0,yearly,,
742,lily of the Incas,"[""Alstroemeria 'Pacific Sunset Dark Pink'""]",[],Alstroemeriaceae,['Peru'],Bulb,1.00 to 1.50 feet,Perennial,[],"['Division', 'Cutting', 'Seed Propagation', 'Layering Propagation']",Average,[],[],,[],"['full sun', 'part shade']","['February', 'March', 'April', 'May']",,FALSE,Moderate,http://perenual.com/api/species-care-guide-list?species_id=742&key=sk-dqie67d1dc1956c4b9115,[],Low,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Medium,[],Coming Soon,TRUE,,Magenta,FALSE,FALSE,FALSE,Coming Soon,Coming Soon,[],,TRUE,"['green', 'pink']",FALSE,FALSE,FALSE,FALSE,FALSE,"The Lily of the Incas (Alstroemeria 'Pacific Sunset Dark Pink') is an amazing flower species that offers a beautiful and fragrant addition to any garden or home. Its bright petals and arresting hues make for an eye-catching display, and its unique dark pink color strikes a gorgeous contrast against the green foliage. This variety of lily features a subtly sweet fragrance and is renowned for its long-lasting blooms, making it a beautiful, low-maintenance choice for gardens or bouquets. Its vivid petals are a lasting reminder of the beauty and vitality of the Peruvian Incas.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,1.0,1.5,feet,8,10,https://perenual.com/api/hardiness-map?species_id=742&size=og&key=sk-dqie67d1dc1956c4b9115,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=742&size=og&key=sk-dqie67d1dc1956c4b9115'></iframe>,,days,,,1.0,yearly,,
744,lily of the Incas,"[""Alstroemeria 'The Third Harmonic'""]",[],Alstroemeriaceae,['Peru'],Bulb,2.00 to 4.00 feet,Perennial,[],"['Division', 'Cutting', 'Seed Propagation', 'Tissue Culture']",Average,[],[],,[],"['full sun', 'part shade']","['March', 'April', 'May', 'May', 'March', 'April']",[],FALSE,Moderate,http://perenual.com/api/species-care-guide-list?species_id=744&key=sk-dqie67d1dc1956c4b9115,[],Low,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,[],Coming Soon,TRUE,,Yellow maturing to peach orange,FALSE,FALSE,FALSE,Coming Soon,Coming Soon,[],,TRUE,['green'],FALSE,FALSE,FALSE,FALSE,FALSE,"The Lily of the Incas (Alstroemeria 'The Third Harmonic') is an amazing species of flower that is sure to bring awe and delight to any garden. Its petals are light pink and peach with dark pink freckles. The long stems are perfect for Floral Arrangements and borders as it stands out when given the right light. Not only is it beautiful but it is also very drought tolerant and can thrive in most climates with minimal effort. This flower is also said to bring luck, harmony and balance to your garden or home, so it truly is an exceptional flower choice.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,2.0,4.0,feet,8,10,https://perenual.com/api/hardiness-map?species_id=744&size=og&key=sk-dqie67d1dc1956c4b9115,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=744&size=og&key=sk-dqie67d1dc1956c4b9115'></iframe>,,days,,,,,,
750,yellowtuft,['Alyssum murale'],[],Brassicaceae,['Southeastern Europe'],Shrub,1.00 to 3.00 feet,Herbaceous Perennial,[],"['Seed Propagation', 'Cutting', 'Division', 'Layering Propagation']",Average,[],[],,"[{'part': 'flowers', 'color': ['yellow']}, {'part': 'leaves', 'color': ['green']}, {'part': 'stems', 'color': ['green']}, {'part': 'stem', 'color': ['green']}, {'part': 'flower', 'color': ['yellow']}]",['full sun'],"['February', 'March', 'April', 'May', 'March', 'April', 'May', 'June', 'July', 'August', 'September']",[],FALSE,Low,http://perenual.com/api/species-care-guide-list?species_id=750&key=sk-dqie67d1dc1956c4b9115,[],Low,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Easy,[],Coming Soon,TRUE,,Yellow,FALSE,FALSE,FALSE,Coming Soon,Coming Soon,[],,TRUE,"['green', 'gray', 'gray']",FALSE,FALSE,TRUE,FALSE,FALSE,"The vibrant yellowtuft, also known as Alyssum murale, is an amazing flower to look at and enjoy. It is a great addition to any garden and one of the most beautiful of the alyssum species. It blooms in the spring and has tall stems full of bright yellow flowers. Being an easy-maintenance flower and drought resistant, it is perfect for those who don't have a lot of time to spend on gardening. It's the perfect low-growing groundcover and will reward you with an explosion of blooms. Because of its hardiness, this lovely flower will come back year after year, bringing a spot of brilliance to your garden.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,1.0,3.0,feet,6,8,https://perenual.com/api/hardiness-map?species_id=750&size=og&key=sk-dqie67d1dc1956c4b9115,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=750&size=og&key=sk-dqie67d1dc1956c4b9115'></iframe>,,days,,,,,,
751,alyssum,['Alyssum propinquum'],[],Brassicaceae,"['Europe', 'Asia']",Herb,0.00 to 0.25 feet,Herbaceous Perennial,[],"['Seed Propagation', 'Cutting', 'Division', 'Layering Propagation']",Frequent,[],[],,[],['Full sun'],"['March', 'April', 'May', 'August', 'May', 'August', 'December', 'January', 'February']",[],FALSE,Low,http://perenual.com/api/species-care-guide-list?species_id=751&key=sk-dqie67d1dc1956c4b9115,[],Low,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Easy,[],Coming Soon,TRUE,,Yellow,FALSE,FALSE,FALSE,Coming Soon,Coming Soon,[],,TRUE,[],FALSE,FALSE,TRUE,FALSE,FALSE,"Alyssum propinquum is an amazing plant species that makes for a great addition to any garden. It features small and showy yellow flowers that bloom from spring to summer. Its height of 15 - 20 cm and its spreading habit provides ground-hugging coverage. Its drought tolerance makes it a great choice if you are on a tight budget and have a limited amount of time to water your garden. The alyssum is also deer resistant and can take a certain amount of neglect, making it an ideal choice for gardeners with a busy lifestyle. Additionally, this species is easy to propagate and can be divided easily after a few years if desired. Alyssum propinquum is a species that brings the garden to life, providing a variety of vibrant color.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,0.0,0.25,feet,7,10,https://perenual.com/api/hardiness-map?species_id=751&size=og&key=sk-dqie67d1dc1956c4b9115,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=751&size=og&key=sk-dqie67d1dc1956c4b9115'></iframe>,,days,,,,,,
771,Devil's tongue,['Amorphophallus konjac'],[],Araceae,['China'],Bulb,4.00 to 5.00 feet,Perennial,[],"['Cormlet Propagation', 'Tissue Culture', 'Seed Propagation', 'Air Layering Propagation', 'Grafting Propagation']",Average,[],[],,"[{'part': 'flower', 'color': ['maroon-white']}, {'part': 'center', 'color': ['yellow']}]","['part shade', 'part sun/part shade']","['February', 'March', 'April', 'March', 'April', 'May', 'February', 'March', 'April']",,FALSE,Moderate,http://perenual.com/api/species-care-guide-list?species_id=771&key=sk-dqie67d1dc1956c4b9115,[],Low,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Medium,[],Coming Soon,TRUE,,Maroon to purple-brown,FALSE,FALSE,FALSE,Coming Soon,Coming Soon,[],,FALSE,[],FALSE,TRUE,TRUE,FALSE,FALSE,"The Devil's Tongue, also known as Amorphophallus konjac, is an amazing plant species that stands out from the rest. This plant is native to tropical and subtropical countries like Japan, China, and Korea, and it has a unique bloom that resembles a devil's tongue! The striking flower lasts for only a few days and emits an unpleasant, rotting flesh-like scent, hence the name. The Amorphophallus konjac is also known for its versatile starchy edible tuber, commonly referred to as Konjac, which is processed into foods such as noodles, jelly, and flour. This resilient plant species is not only visually fascinating and incredibly versatile, but it's a great source of nutrition, too! Its versatility and unique appearance make Amorphophallus konjac one the world's most amazing plant species!",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,4.0,5.0,feet,6,10,https://perenual.com/api/hardiness-map?species_id=771&size=og&key=sk-dqie67d1dc1956c4b9115,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=771&size=og&key=sk-dqie67d1dc1956c4b9115'></iframe>,,days,,,1.0,yearly,,
790,blue pimpernel,['Anagallis monelli'],[],Primulaceae,['Mediterranean'],Herb,0.50 to 1.00 feet,Herbaceous Perennial,[],['Seed Propagation'],Average,[],[],,"[{'part': 'flowers', 'color': ['blue', 'dainty-blue', 'blue-purple']}, {'part': 'leaves', 'color': ['green']}, {'part': 'stems', 'color': ['gray', 'green', 'brown']}, {'part': 'flower', 'color': ['blue']}]",['full sun'],"['June', 'July', 'August', 'May']",[],TRUE,Low,http://perenual.com/api/species-care-guide-list?species_id=790&key=sk-dqie67d1dc1956c4b9115,['Well-drained'],High,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Medium,"['Pest resistant', ' Disease resistant']",Coming Soon,TRUE,,Gentian blue with small red center,FALSE,TRUE,FALSE,Coming Soon,Coming Soon,"['blue', 'purple', 'pink', 'white']",Summer,TRUE,['green'],FALSE,FALSE,TRUE,FALSE,FALSE,"The blue pimpernel is a truly amazing species of plant. It is extremely tiny, but its vivid blue blooms are breathtaking and colorful. It is very low-maintenance and can thrive in many climates. Additionally, it does its best when planted in pots, meaning it can grow just about anywhere, making it a great choice for both gardens or balconies. The blue pimpernel also has an impressive bloom time, lasting from May until October, providing a long time of beautiful flowers. To top it off, the blue pimpernel is incredibly resilient and can survive extreme cold and drought conditions. Its charm and beauty make it a truly amazing plant species.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,0.5,1.0,feet,8,10,https://perenual.com/api/hardiness-map?species_id=790&size=og&key=sk-dqie67d1dc1956c4b9115,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=790&size=og&key=sk-dqie67d1dc1956c4b9115'></iframe>,,days,,,,,,
799,bluestem,"[""Andropogon capillipes 'Valdosta Blue'""]",[],Poaceae,['United States'],Ornamental grass,2.00 to 4.00 feet,Perennial,[],"['Division', 'Cutting', 'Seed Propagation', 'Layering Propagation', 'Stolon', 'Rhizome Propagation']",Frequent,[],[],,[],"['full sun', 'part shade']","['March', 'April', 'August']",,FALSE,Low,http://perenual.com/api/species-care-guide-list?species_id=799&key=sk-dqie67d1dc1956c4b9115,[],Low,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Medium,[],Coming Soon,TRUE,,,FALSE,FALSE,FALSE,Coming Soon,Coming Soon,[],,TRUE,['green'],FALSE,FALSE,FALSE,FALSE,FALSE,"Bluestem (Andropogon capillipes 'Valdosta Blue') is an amazing plant species. Its unique stem and foliage are a striking combination of blue-green. It is a warm season grass that provides lots of visual interest, especially in the fall. Its foliage turns an attractive shade of purple as the temperature drops. It is hardy and drought tolerant and does well in full sun areas with little to no irrigation. An excellent selection for native plantings and large areas, this grass will provide low maintenance beauty for years to come. Its adaptability makes it a great choice for those looking for an easy-to-care-for yet beautiful landscape option.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,2.0,4.0,feet,6,10,https://perenual.com/api/hardiness-map?species_id=799&size=og&key=sk-dqie67d1dc1956c4b9115,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=799&size=og&key=sk-dqie67d1dc1956c4b9115'></iframe>,,days,,,1.0,yearly,,
811,windflower,['Anemone coronaria'],[],Ranunculaceae,"['Northern Africa', 'southern Europe', 'western Asia']",Bulb,0.75 to 1.50 feet,Perennial,[],['Seed Propagation'],Average,,[],,"[{'part': 'blooms', 'color': ['red']}, {'part': 'center', 'color': ['black-white']}, {'part': 'leaves', 'color': ['green']}, {'part': 'stems', 'color': ['green']}]","['full sun', 'part shade']","['November', 'December', 'January']",[],TRUE,Low,http://perenual.com/api/species-care-guide-list?species_id=811&key=sk-dqie67d1dc1956c4b9115,"['Acidic', ' Alkaline']",High,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Medium,"['Thrips', '  Rabbit resistant ']",Coming Soon,TRUE,,"Blue, red or white with black center",FALSE,TRUE,FALSE,Coming Soon,Coming Soon,"['brown', 'black']",Spring,TRUE,['green'],FALSE,FALSE,TRUE,FALSE,FALSE,"The windflower, Anemone coronaria, is an amazing plant species for so many reasons. Its bright, attractive blooms, shaped like stars, come in a variety of colors. The flower buds hold their own unique charm with their yellow and green centers. Its airy, wispy petals move gracefully with the breeze, adding a whimsical touch to any outdoor landscape. The robust beauty of the windflower also makes it a popular flower to have on a wedding day. With minimal care these stunning plants will return season after season to delight, bringing with them a breath of fresh air time and time again.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,0.75,1.5,feet,7,10,https://perenual.com/api/hardiness-map?species_id=811&size=og&key=sk-dqie67d1dc1956c4b9115,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=811&size=og&key=sk-dqie67d1dc1956c4b9115'></iframe>,,days,inches,4,,,,
841,Texas firecracker,['Anisacanthus quadrifidus var. wrightii'],[],Acanthaceae,"['Texas', 'Mexico']",Deciduous shrub,3.00 to 5.00 feet,Perennial,"['Hummingbirds', ' Butterflies']","['Seed Propagation', 'Cutting', 'Division', 'Layering Propagation']",Average,[],[],,[],['full sun'],"['February', 'March', 'April']",[],FALSE,Low,http://perenual.com/api/species-care-guide-list?species_id=841&key=sk-dqie67d1dc1956c4b9115,[],Low,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Moderate,[],Coming Soon,TRUE,,Reddish orange,FALSE,FALSE,FALSE,Coming Soon,Coming Soon,[],,TRUE,['green'],FALSE,FALSE,TRUE,FALSE,FALSE,"The Texas firecracker (Anisacanthus quadrifidus var. wrightii) is an amazing plant species for its glowing colors, alluring shape, and low-maintenance care requirements, making it a great choice for anyone who loves gardening. Its vibrant orange flowers may mimic the colors of a firecracker going off, hence the name. It is a shrub that grows in wide, upright clumps and requires no pruning, making it low-maintenance. This plant needs full sun and well-drained soil, so it is drought-tolerant, making it suitable for arid or semi-arid climates. With its blooming season lasting from late spring to fall, the Texas firecracker is sure to add a splash of color to your garden.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,3.0,5.0,feet,7,10,https://perenual.com/api/hardiness-map?species_id=841&size=og&key=sk-dqie67d1dc1956c4b9115,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=841&size=og&key=sk-dqie67d1dc1956c4b9115'></iframe>,,days,,,,,,
844,anomatheca,['Anomatheca laxa'],[],Iridaceae,"['Southern Africa', 'Mozambique']",Bulb,0.75 to 1.00 feet,Perennial,[],"['Seed Propagation', 'Division', 'Cutting']",Average,[],[],,"[{'part': 'stem', 'color': ['green']}, {'part': 'flowers', 'color': ['pink']}, {'part': 'leaves', 'color': ['green']}, {'part': 'petals', 'color': ['pink']}, {'part': 'stamens', 'color': ['red']}]",['Full sun'],"['March', 'April', 'May', 'June', 'July', 'August']",[],FALSE,Moderate,http://perenual.com/api/species-care-guide-list?species_id=844&key=sk-dqie67d1dc1956c4b9115,[],Low,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,[],Coming Soon,TRUE,,Red,FALSE,FALSE,FALSE,Coming Soon,Coming Soon,[],,TRUE,['green'],FALSE,FALSE,FALSE,FALSE,FALSE,"Anomatheca laxa, commonly known as the Climbing Orchid, is an amazing plant species due to its intricate flowers. Each flower has three petals that form an unusual, twisted appearance, exuding a unique beauty. The petals may range in colour from pale pink to pale purple, and outside the petals grows tufts of white and yellow hairs. This species is superbly low-maintenance and incredibly drought tolerant. It is often planted as part of a rock garden to add colour throughout the hotter months. Anomatheca laxa is a spectacular addition to any garden, and its exquisite flowers are sure to bring beauty and pleasure to its surroundings.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,0.75,1.0,feet,8,10,https://perenual.com/api/hardiness-map?species_id=844&size=og&key=sk-dqie67d1dc1956c4b9115,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=844&size=og&key=sk-dqie67d1dc1956c4b9115'></iframe>,,days,,,,,,
859,snapdragon,['Antirrhinum majus'],[],Plantaginaceae,['Southwestern Europe'],Flower,1.00 to 3.00 feet,Herbaceous Perennial,"['Hummingbirds', ' Butterflies']","['Seed Propagation', 'Cutting', 'Division', 'Layering Propagation']",Average,[],[],,"[{'part': 'flowers', 'color': ['purple-pink-white', 'yellow-white-green']}, {'part': 'leaves', 'color': ['green']}, {'part': 'stem', 'color': ['green']}]",['Full sun'],"['March', 'April', 'May', 'June', 'July', 'August', 'September', 'February', 'March', 'April']",[],TRUE,Moderate,http://perenual.com/api/species-care-guide-list?species_id=859&key=sk-dqie67d1dc1956c4b9115,"['Alkaline', ' Well-drained']",High,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Medium,"['Anthracnose', ' Fungal leaf spot', ' Mites', ' Mold', ' Root rot', ' Rust', ' Wilt', '  Deer resistant', ' Rabbit resistant ']",Coming Soon,TRUE,,"White, yellow, pink, red, orange, peach, purple plus bicolor",FALSE,TRUE,FALSE,Coming Soon,Coming Soon,"['red', 'yellow', 'purple', 'orange', 'pink', 'white']",Summer,TRUE,['green'],FALSE,FALSE,FALSE,FALSE,FALSE,"Snapdragon (Antirrhinum majus) is a beautiful and unique flowering plant that stands out from the crowd. This colorful native of Europe and North Africa consists of tall spikes of snapdragon shaped blooms in vibrant shades of purple, white, pink, yellow, and red. The low-growing plants make an excellent addition to any garden bed and attract butterflies and birds. Snapdragon flowers bloom from late spring to early summer and are easy to care for. Plus, their name comes from the belief that if you squeeze their blooms, they will “snap” their jaws. Snapdragons are an amazing addition to your garden and make a great gift.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,1.0,3.0,feet,7,10,https://perenual.com/api/hardiness-map?species_id=859&size=og&key=sk-dqie67d1dc1956c4b9115,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=859&size=og&key=sk-dqie67d1dc1956c4b9115'></iframe>,,days,,,,,,
